"FullPath","Name","Extension","SizeKB","Created","Modified","Accessed","Directory","SuspiciousExt","Hidden"
"C:\Users\Nebula\AppData\Roaming\Samsung Magician\DawnGraphiteCache\data_1","data_1","","264","12/4/2025 04:34:17","4/12/2026 06:03:07","4/12/2026 06:04:57","C:\Users\Nebula\AppData\Roaming\Samsung Magician\DawnGraphiteCache","False","0"
"C:\Users\Nebula\AppData\Roaming\Samsung Magician\DawnWebGPUCache\data_1","data_1","","264","12/4/2025 04:34:17","4/12/2026 06:03:07","4/12/2026 06:04:57","C:\Users\Nebula\AppData\Roaming\Samsung Magician\DawnWebGPUCache","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Cache\Cache_Data\data_0","data_0","","44","8/6/2025 21:56:12","4/12/2026 06:02:45","4/12/2026 06:02:45","C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Cache\Cache_Data\data_2","data_2","","1032","8/6/2025 21:56:12","4/12/2026 06:02:45","4/12/2026 06:02:45","C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Cache\Cache_Data\data_3","data_3","","4104","4/5/2026 15:47:32","4/12/2026 05:33:20","4/12/2026 06:05:00","C:\Users\Nebula\AppData\Roaming\Claude\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Cache\Cache_Data\data_0","data_0","","44","4/5/2026 15:47:32","4/12/2026 05:33:20","4/12/2026 05:33:20","C:\Users\Nebula\AppData\Roaming\Claude\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\DIPS-wal","DIPS-wal","","885.19","4/6/2026 14:37:35","4/12/2026 05:33:18","4/12/2026 05:33:18","C:\Users\Nebula\AppData\Roaming\Claude","False","0"
"C:\ProgramData\USOShared\Logs\System\UpdateSessionOrchestration.4b6942d4-5e5a-4c78-a1e8-b4f4975b7e7e.2.etl","UpdateSessionOrchestration.4b6942d4-5e5a-4c78-a1e8-b4f4975b7e7e.2.etl",".etl","1408","4/12/2026 00:24:22","4/12/2026 05:22:26","4/12/2026 05:22:26","C:\ProgramData\USOShared\Logs\System","False","0"
"C:\ProgramData\Microsoft\DiagnosticLogCSP\Collectors\DiagnosticLogCSP_Collector_DeviceProvisioning_2026_4_12_5_22_25.etl","DiagnosticLogCSP_Collector_DeviceProvisioning_2026_4_12_5_22_25.etl",".etl","320","4/12/2026 05:22:25","4/12/2026 05:22:25","4/12/2026 05:22:25","C:\ProgramData\Microsoft\DiagnosticLogCSP\Collectors","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Local Storage\leveldb\000003.log","000003.log",".log","23.94","8/6/2025 21:56:12","4/12/2026 03:51:33","4/12/2026 13:48:22","C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Local Storage\leveldb","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Cache\Cache_Data\data_3","data_3","","4104","8/6/2025 21:56:12","4/12/2026 03:51:28","4/12/2026 06:04:49","C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Cache\Cache_Data","False","0"
"C:\ProgramData\Whesvc\perftrack_summary\perftrack_summary_2026-04-12_07_48_57_998.json","perftrack_summary_2026-04-12_07_48_57_998.json",".json","1.27","4/12/2026 03:48:57","4/12/2026 03:48:57","4/12/2026 03:48:57","C:\ProgramData\Whesvc\perftrack_summary","False","0"
"C:\Users\Nebula\AppData\Local\Temp\Crate Entertainment\Farthest Frontier\LangSource_I2Languages_English.loc","LangSource_I2Languages_English.loc",".loc","422.34","4/7/2026 22:36:01","4/12/2026 03:35:03","4/12/2026 03:35:03","C:\Users\Nebula\AppData\Local\Temp\Crate Entertainment\Farthest Frontier","False","0"
"C:\Users\Nebula\AppData\Local\Temp\Crate Entertainment\Farthest Frontier\LangSource_I2Languages_English.loc","LangSource_I2Languages_English.loc",".loc","422.34","4/7/2026 22:36:01","4/12/2026 03:35:03","4/12/2026 03:35:03","C:\Users\Nebula\AppData\Local\Temp\Crate Entertainment\Farthest Frontier","False","0"
"C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay---.lnk","ms-gamingoverlay---.lnk",".lnk","0.15","7/20/2025 19:59:59","4/12/2026 03:34:58","4/12/2026 03:34:58","C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent","True","0"
"C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--startuptips-TitleId=1827401614&ProcessId=50172&WindowId=460438.lnk","ms-gamingoverlay--startuptips-TitleId=1827401614&ProcessId=50172&WindowId=460438.lnk",".lnk","0.27","4/12/2026 03:34:57","4/12/2026 03:34:57","4/12/2026 03:34:57","C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent","True","0"
"C:\Users\Nebula\AppData\Local\Temp\DBAD.tmp","DBAD.tmp",".tmp","0","4/12/2026 03:33:29","4/12/2026 03:33:29","4/12/2026 03:33:29","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Local\Temp\DBAD.tmp","DBAD.tmp",".tmp","0","4/12/2026 03:33:29","4/12/2026 03:33:29","4/12/2026 03:33:29","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Local\Temp\vmware-Nebula\vmware-ui-50068.log","vmware-ui-50068.log",".log","234.62","4/11/2026 23:35:16","4/12/2026 03:32:32","4/12/2026 03:32:32","C:\Users\Nebula\AppData\Local\Temp\vmware-Nebula","False","0"
"C:\Users\Nebula\AppData\Local\Temp\vmware-Nebula\vmware-ui-50068.log","vmware-ui-50068.log",".log","234.62","4/11/2026 23:35:16","4/12/2026 03:32:32","4/12/2026 03:32:32","C:\Users\Nebula\AppData\Local\Temp\vmware-Nebula","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\Session Storage\LOG","LOG","","0.27","8/12/2025 04:18:35","4/12/2026 03:31:33","4/12/2026 03:31:33","C:\Users\Nebula\AppData\Roaming\obsidian\Session Storage","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\Local Storage\leveldb\000013.log","000013.log",".log","30.48","3/20/2026 22:14:58","4/12/2026 03:31:33","4/12/2026 13:08:43","C:\Users\Nebula\AppData\Roaming\obsidian\Local Storage\leveldb","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\Cache\Cache_Data\data_1","data_1","","264","8/12/2025 04:16:26","4/12/2026 03:31:33","4/12/2026 03:31:33","C:\Users\Nebula\AppData\Roaming\obsidian\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\DawnGraphiteCache\data_1","data_1","","264","8/12/2025 04:16:26","4/12/2026 03:31:33","4/12/2026 03:31:33","C:\Users\Nebula\AppData\Roaming\obsidian\DawnGraphiteCache","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\DawnWebGPUCache\data_1","data_1","","264","8/12/2025 04:16:26","4/12/2026 03:31:33","4/12/2026 03:31:33","C:\Users\Nebula\AppData\Roaming\obsidian\DawnWebGPUCache","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\GPUCache\data_1","data_1","","264","8/12/2025 04:16:26","4/12/2026 03:31:33","4/12/2026 03:31:33","C:\Users\Nebula\AppData\Roaming\obsidian\GPUCache","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\5735975b245e8532.json","5735975b245e8532.json",".json","0.09","12/4/2025 22:39:51","4/12/2026 03:31:33","4/12/2026 13:08:43","C:\Users\Nebula\AppData\Roaming\obsidian","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01\vmware-1.log","vmware-1.log",".log","361.47","1/20/2026 17:08:14","4/12/2026 03:31:26","4/12/2026 03:31:26","C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01\Windows 11x01-1.scoreboard","Windows 11x01-1.scoreboard",".scoreboard","7.52","1/20/2026 17:08:14","4/12/2026 03:31:24","4/12/2026 03:31:24","C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01\mksSandbox-1.log","mksSandbox-1.log",".log","58.08","1/20/2026 17:08:15","4/12/2026 03:31:24","4/12/2026 03:31:24","C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server\vmware-0.log","vmware-0.log",".log","309.69","3/19/2026 14:26:23","4/12/2026 03:30:52","4/12/2026 03:30:52","C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server\Wazuh-Server-0.scoreboard","Wazuh-Server-0.scoreboard",".scoreboard","7.42","3/19/2026 14:26:23","4/12/2026 03:30:52","4/12/2026 03:30:52","C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server\mksSandbox-0.log","mksSandbox-0.log",".log","58.08","3/19/2026 14:26:25","4/12/2026 03:30:52","4/12/2026 03:30:52","C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server","False","0"
"C:\Users\Nebula\AppData\Roaming\Notepad++\session.xml.inCaseOfCorruption.bak","session.xml.inCaseOfCorruption.bak",".bak","0.87","7/24/2025 03:07:10","4/12/2026 03:30:37","4/12/2026 13:40:02","C:\Users\Nebula\AppData\Roaming\Notepad++","False","0"
"C:\Users\Nebula\AppData\Roaming\Notepad++\config.xml","config.xml",".xml","9.7","7/24/2025 03:05:40","4/12/2026 03:30:37","4/12/2026 13:39:47","C:\Users\Nebula\AppData\Roaming\Notepad++","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\logs\2026-04-12.desktop.production.log","2026-04-12.desktop.production.log",".log","3.99","4/11/2026 23:51:26","4/12/2026 03:24:15","4/12/2026 03:24:15","C:\Users\Nebula\AppData\Roaming\GitHub Desktop\logs","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01\vmware-2.log","vmware-2.log",".log","357.95","1/20/2026 17:08:14","4/12/2026 02:47:57","4/12/2026 02:47:57","C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01\Windows 11x01-2.scoreboard","Windows 11x01-2.scoreboard",".scoreboard","7.61","1/20/2026 17:08:14","4/12/2026 02:47:56","4/12/2026 02:47:56","C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01\mksSandbox-2.log","mksSandbox-2.log",".log","58.08","1/20/2026 17:08:15","4/12/2026 02:47:56","4/12/2026 02:47:56","C:\Users\Nebula\Documents\Virtual Machines\Windows 11x01","False","0"
"C:\ProgramData\Whesvc\perftrack_summary\perftrack_summary_2026-04-12_06_46_52_764.json","perftrack_summary_2026-04-12_06_46_52_764.json",".json","1.41","4/12/2026 02:46:52","4/12/2026 02:46:52","4/12/2026 02:46:52","C:\ProgramData\Whesvc\perftrack_summary","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\Cache\Cache_Data\data_2","data_2","","1032","8/12/2025 04:16:26","4/12/2026 02:34:31","4/12/2026 03:31:33","C:\Users\Nebula\AppData\Roaming\obsidian\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\Cache\Cache_Data\data_0","data_0","","44","8/12/2025 04:16:26","4/12/2026 02:34:31","4/12/2026 03:31:33","C:\Users\Nebula\AppData\Roaming\obsidian\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\obsidian.log","obsidian.log",".log","311.41","8/12/2025 04:16:26","4/12/2026 02:34:31","4/12/2026 02:34:31","C:\Users\Nebula\AppData\Roaming\obsidian","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\Cache\Cache_Data\data_3","data_3","","4104","8/12/2025 04:16:26","4/12/2026 02:34:31","4/12/2026 03:31:33","C:\Users\Nebula\AppData\Roaming\obsidian\Cache\Cache_Data","False","0"
"C:\ProgramData\Microsoft\Windows\OneSettings\SustainabilityConfig.json","SustainabilityConfig.json",".json","3.66","4/12/2026 02:31:30","4/12/2026 02:31:30","4/12/2026 18:10:45","C:\ProgramData\Microsoft\Windows\OneSettings","False","0"
"C:\Users\Nebula\Desktop\Sec-Projects\EndpointForge\wazuh\endpointforge_decoder.xml","endpointforge_decoder.xml",".xml","1.32","4/12/2026 02:28:23","4/12/2026 02:28:23","4/12/2026 02:28:23","C:\Users\Nebula\Desktop\Sec-Projects\EndpointForge\wazuh","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server\Wazuh-Server.nvram","Wazuh-Server.nvram",".nvram","8.48","3/19/2026 14:26:26","4/12/2026 01:52:57","4/12/2026 18:03:37","C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server","False","0"
"C:\ProgramData\Microsoft\Windows\OneSettings\DBUpdateBL.json","DBUpdateBL.json",".json","0.88","4/12/2026 01:41:15","4/12/2026 01:41:15","4/12/2026 18:10:45","C:\ProgramData\Microsoft\Windows\OneSettings","False","0"
"C:\ProgramData\Whesvc\perftrack_summary\perftrack_summary_2026-04-12_05_35_30_015.json","perftrack_summary_2026-04-12_05_35_30_015.json",".json","1.41","4/12/2026 01:35:30","4/12/2026 01:35:30","4/12/2026 01:35:30","C:\ProgramData\Whesvc\perftrack_summary","False","0"
"C:\Users\Nebula\Desktop\Sec-Projects\EndpointForge\wazuh\endpointforge_rules.xml","endpointforge_rules.xml",".xml","13.82","4/12/2026 01:33:09","4/12/2026 01:33:09","4/12/2026 02:51:10","C:\Users\Nebula\Desktop\Sec-Projects\EndpointForge\wazuh","False","0"
"C:\Users\Nebula\Desktop\Sec-Projects\EndpointForge\modules\wazuh_exporter.py","wazuh_exporter.py",".py","12.03","4/12/2026 01:32:21","4/12/2026 01:32:21","4/12/2026 16:37:26","C:\Users\Nebula\Desktop\Sec-Projects\EndpointForge\modules","False","0"
"C:\Users\Nebula\Desktop\Sec-Projects\SigmaForge\src\sigma_engine.py","sigma_engine.py",".py","89.6","4/12/2026 01:16:40","4/12/2026 01:16:40","4/12/2026 16:19:06","C:\Users\Nebula\Desktop\Sec-Projects\SigmaForge\src","False","0"
"C:\Users\Nebula\Desktop\Sec-Projects\SigmaForge\templates\index.html","index.html",".html","24.26","4/12/2026 01:13:48","4/12/2026 01:13:48","4/12/2026 13:51:34","C:\Users\Nebula\Desktop\Sec-Projects\SigmaForge\templates","False","0"
"C:\Users\Nebula\Desktop\Sec-Projects\SigmaForge\cli.py","cli.py",".py","12.64","4/12/2026 01:13:42","4/12/2026 01:13:42","4/12/2026 16:19:19","C:\Users\Nebula\Desktop\Sec-Projects\SigmaForge","False","0"
"C:\Users\Nebula\Desktop\Sec-Projects\SigmaForge\app.py","app.py",".py","16.12","4/12/2026 01:02:44","4/12/2026 01:02:44","4/12/2026 18:33:57","C:\Users\Nebula\Desktop\Sec-Projects\SigmaForge","False","0"
"C:\ProgramData\Dell\orca\deviceq\20260412_010000.log","20260412_010000.log",".log","9.4","4/12/2026 01:00:00","4/12/2026 01:00:00","4/12/2026 01:00:00","C:\ProgramData\Dell\orca\deviceq","False","0"
"C:\ProgramData\Microsoft\MapData\mapscache\index.idx","index.idx",".idx","2.23","8/7/2025 02:01:30","4/12/2026 00:55:26","4/12/2026 00:55:26","C:\ProgramData\Microsoft\MapData\mapscache","False","0"
"C:\ProgramData\Microsoft\MapData\events.log","events.log",".log","71.99","8/7/2025 02:02:54","4/12/2026 00:55:26","4/12/2026 00:55:26","C:\ProgramData\Microsoft\MapData","False","0"
"C:\ProgramData\Microsoft\MapData\overrides.json","overrides.json",".json","19.86","8/7/2025 02:01:26","4/12/2026 00:55:22","4/12/2026 00:55:22","C:\ProgramData\Microsoft\MapData","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server\vmware-1.log","vmware-1.log",".log","302.39","3/19/2026 14:26:23","4/12/2026 00:39:37","4/12/2026 00:39:37","C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server\Wazuh-Server-1.scoreboard","Wazuh-Server-1.scoreboard",".scoreboard","7.42","3/19/2026 14:26:23","4/12/2026 00:39:36","4/12/2026 00:39:36","C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server","False","0"
"C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server\mksSandbox-1.log","mksSandbox-1.log",".log","58.08","3/19/2026 14:26:25","4/12/2026 00:39:36","4/12/2026 00:39:36","C:\Users\Nebula\Documents\Virtual Machines\Wazuh-Server","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\DawnWebGPUCache\data_1","data_1","","264","7/21/2025 02:39:50","4/12/2026 00:32:11","4/12/2026 00:32:11","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\DawnWebGPUCache","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\DawnGraphiteCache\data_1","data_1","","264","7/21/2025 02:39:50","4/12/2026 00:32:11","4/12/2026 00:32:11","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\DawnGraphiteCache","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\GPUCache\data_1","data_1","","264","7/21/2025 02:39:50","4/12/2026 00:32:11","4/12/2026 00:32:11","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\GPUCache","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Network\Network Persistent State","Network Persistent State","","0.92","7/21/2025 02:40:13","4/12/2026 00:32:11","4/12/2026 00:32:11","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Network","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Network\TransportSecurity","TransportSecurity","","0.18","7/21/2025 02:40:33","4/12/2026 00:32:11","4/12/2026 00:32:11","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Network","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Preferences","Preferences","","0.06","7/21/2025 02:39:59","4/12/2026 00:32:11","4/12/2026 00:32:11","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data\data_1","data_1","","2056","7/21/2025 02:40:23","4/12/2026 00:32:11","4/12/2026 00:32:11","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Session Storage\000003.log","000003.log",".log","17.81","7/21/2025 02:40:13","4/12/2026 00:32:11","4/12/2026 00:32:11","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Session Storage","False","0"
"C:\ProgramData\SteelSeries\GG\Logs\nw-log.txt","nw-log.txt",".txt","9.56","7/21/2025 02:39:49","4/12/2026 00:32:11","4/12/2026 00:32:11","C:\ProgramData\SteelSeries\GG\Logs","False","0"
"C:\ProgramData\SteelSeries\GG\windowProps.json","windowProps.json",".json","0.15","7/21/2025 02:39:50","4/12/2026 00:32:11","4/12/2026 00:32:11","C:\ProgramData\SteelSeries\GG","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Local Storage\leveldb\000004.log","000004.log",".log","7.48","3/27/2026 01:38:12","4/12/2026 00:32:09","4/12/2026 00:32:09","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Local Storage\leveldb","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data\data_0","data_0","","116","7/21/2025 02:40:23","4/12/2026 00:32:09","4/12/2026 00:32:09","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data\data_3","data_3","","4104","7/21/2025 02:40:23","4/12/2026 00:32:09","4/12/2026 00:32:09","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data\data_2","data_2","","1032","7/21/2025 02:40:23","4/12/2026 00:32:04","4/12/2026 00:32:04","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data","False","0"
"C:\ProgramData\SteelSeries\GG\Logs\electron-log.txt","electron-log.txt",".txt","35.78","7/21/2025 02:40:23","4/12/2026 00:32:04","4/12/2026 00:32:04","C:\ProgramData\SteelSeries\GG\Logs","False","0"
"C:\Users\Nebula\AppData\Local\Temp\f6519cf4-f28b-41c7-8ece-4e4ced2b6008.tmp.ico","f6519cf4-f28b-41c7-8ece-4e4ced2b6008.tmp.ico",".ico","30.31","4/12/2026 00:32:04","4/12/2026 00:32:04","4/12/2026 00:32:04","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Local\Temp\f6519cf4-f28b-41c7-8ece-4e4ced2b6008.tmp.ico","f6519cf4-f28b-41c7-8ece-4e4ced2b6008.tmp.ico",".ico","30.31","4/12/2026 00:32:04","4/12/2026 00:32:04","4/12/2026 00:32:04","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data\f_000101","f_000101","","1219.63","4/12/2026 00:32:04","4/12/2026 00:32:04","4/12/2026 00:32:04","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data\f_000100","f_000100","","32.38","4/12/2026 00:32:04","4/12/2026 00:32:04","4/12/2026 00:32:04","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data\f_0000ff","f_0000ff","","38.6","4/12/2026 00:32:03","4/12/2026 00:32:03","4/12/2026 00:32:03","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Session Storage\LOG","LOG","","0.3","7/21/2025 02:40:13","4/12/2026 00:32:03","4/12/2026 00:32:03","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Session Storage","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\GPUCache\data_0","data_0","","44","7/21/2025 02:39:50","4/12/2026 00:32:02","4/12/2026 00:32:02","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\GPUCache","False","0"
"C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Local Storage\leveldb\LOG","LOG","","0.31","7/21/2025 02:39:49","4/12/2026 00:32:02","4/12/2026 00:32:02","C:\Users\Nebula\AppData\Roaming\steelseries-gg-client\Local Storage\leveldb","False","0"
"C:\Users\Nebula\AppData\Local\Temp\fceb6177-061e-43fe-93cd-ba754b542f71.tmp.node","fceb6177-061e-43fe-93cd-ba754b542f71.tmp.node",".node","362.5","4/12/2026 00:32:02","4/12/2026 00:32:02","4/12/2026 00:32:02","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Local\Temp\fceb6177-061e-43fe-93cd-ba754b542f71.tmp.node","fceb6177-061e-43fe-93cd-ba754b542f71.tmp.node",".node","362.5","4/12/2026 00:32:02","4/12/2026 00:32:02","4/12/2026 00:32:02","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\ProgramData\USOShared\Logs\System\UpdateSessionOrchestration.4b6942d4-5e5a-4c78-a1e8-b4f4975b7e7e.1.etl","UpdateSessionOrchestration.4b6942d4-5e5a-4c78-a1e8-b4f4975b7e7e.1.etl",".etl","1472","4/11/2026 23:32:42","4/12/2026 00:24:22","4/12/2026 00:24:22","C:\ProgramData\USOShared\Logs\System","False","0"
"C:\Users\Nebula\Desktop\Sec-Projects\SigmaForge\.claude\settings.local.json","settings.local.json",".json","0.07","4/12/2026 00:11:32","4/12/2026 00:11:32","4/12/2026 02:32:04","C:\Users\Nebula\Desktop\Sec-Projects\SigmaForge\.claude","False","0"
"C:\ProgramData\NordVPN\logs\service-auditPublish-20260411.log","service-auditPublish-20260411.log",".log","91.22","4/11/2026 00:00:03","4/11/2026 23:59:35","4/11/2026 23:59:35","C:\ProgramData\NordVPN\logs","False","0"
"C:\ProgramData\NordVPN\logs\service-pipes-trace-20260411.log","service-pipes-trace-20260411.log",".log","2.2","4/11/2026 15:30:13","4/11/2026 23:57:51","4/11/2026 23:57:51","C:\ProgramData\NordVPN\logs","False","0"
"C:\ProgramData\NordVPN\logs\service-20260411.log","service-20260411.log",".log","2120.96","4/11/2026 00:00:24","4/11/2026 23:57:49","4/11/2026 23:57:49","C:\ProgramData\NordVPN\logs","False","0"
"C:\ProgramData\NordVPN\logs\service-FeatureConfig-20260411.log","service-FeatureConfig-20260411.log",".log","890.36","4/11/2026 00:01:03","4/11/2026 23:57:45","4/11/2026 23:57:45","C:\ProgramData\NordVPN\logs","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\IndexedDB\file__0.indexeddb.leveldb\LOG.old","LOG.old",".old","0.32","8/6/2025 21:56:12","4/11/2026 23:51:27","4/11/2026 23:51:27","C:\Users\Nebula\AppData\Roaming\GitHub Desktop\IndexedDB\file__0.indexeddb.leveldb","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\GPUCache\data_0","data_0","","44","8/6/2025 21:56:12","4/11/2026 23:51:26","4/12/2026 06:04:49","C:\Users\Nebula\AppData\Roaming\GitHub Desktop\GPUCache","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Local Storage\leveldb\LOG.old","LOG.old",".old","0.29","8/6/2025 21:56:12","4/11/2026 23:51:26","4/11/2026 23:51:26","C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Local Storage\leveldb","False","0"
"C:\ProgramData\Dell\orca\deviceq\20260411_233403.log","20260411_233403.log",".log","2.79","4/11/2026 23:34:03","4/11/2026 23:49:42","4/11/2026 23:49:42","C:\ProgramData\Dell\orca\deviceq","False","0"
"C:\ProgramData\Microsoft\Windows\OneSettings\config.json","config.json",".json","73.33","4/11/2026 23:48:17","4/11/2026 23:48:17","4/12/2026 18:33:46","C:\ProgramData\Microsoft\Windows\OneSettings","False","0"
"C:\ProgramData\NVIDIA Corporation\NVIDIA Broadcast\logs\NvBroadcastClientCore_log_2026-04-11_23-33-19_info.txt","NvBroadcastClientCore_log_2026-04-11_23-33-19_info.txt",".txt","125.14","4/11/2026 23:33:19","4/11/2026 23:34:51","4/11/2026 23:34:51","C:\ProgramData\NVIDIA Corporation\NVIDIA Broadcast\logs","False","0"
"C:\ProgramData\NVIDIA Corporation\NVIDIA Broadcast\logs\NvBroadcastClientCore_log_2026-04-11_23-33-19_warn.txt","NvBroadcastClientCore_log_2026-04-11_23-33-19_warn.txt",".txt","1.77","4/11/2026 23:33:20","4/11/2026 23:34:51","4/11/2026 23:34:51","C:\ProgramData\NVIDIA Corporation\NVIDIA Broadcast\logs","False","0"
"C:\ProgramData\NVIDIA Corporation\NVIDIA Broadcast\logs\NvBroadcastClientCore_log_2026-04-11_23-33-19_err.txt","NvBroadcastClientCore_log_2026-04-11_23-33-19_err.txt",".txt","0.96","4/11/2026 23:33:20","4/11/2026 23:34:51","4/11/2026 23:34:51","C:\ProgramData\NVIDIA Corporation\NVIDIA Broadcast\logs","False","0"
